ID,Name,Address,City,State,County,Type,Ownership,Emergency Services,Can.use.EHRs,Overall rating,Mortality national comparison,Readmission,Patient.experience,Effectiveness.of.care,Timeliness.of.care
30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average
30033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,GILA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average
30037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average
30038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,COCHISE,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,1,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,MOHAVE,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,NAVAJO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
30064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,PIMA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average
30068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,GRAHAM,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,MOHAVE,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average
30071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,APACHE,Acute Care Hospitals,Government - Federal,Yes,Y,NA,NA,Same as the national average,NA,Same as the national average,NA
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,COCONINO,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,3,NA,Same as the national average,Below the national average,Same as the national average,NA
30074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,PIMA,Acute Care Hospitals,Tribal,Yes,Y,NA,NA,NA,NA,NA,NA
30077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,GILA,Acute Care Hospitals,Government - Federal,No,Y,NA,NA,NA,NA,NA,NA
30078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Government - Federal,No,Y,NA,NA,NA,Same as the national average,Same as the national average,NA
30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,APACHE,Acute Care Hospitals,Government - Federal,Yes,Y,3,NA,Same as the national average,Same as the national average,Below the national average,NA
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,PIMA,Acute Care Hospitals,Proprietary,Yes,Y,3,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average
30087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Below the national average,Above the national average
30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,MARICOPA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
30094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,MOHAVE,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average
30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,5,Above the national average,Above the national average,Above the national average,NA,NA
30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,MARICOPA,Acute Care Hospitals,Proprietary,No,Y,NA,NA,NA,Above the national average,NA,NA
30108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",6501 NORTH 19TH AVENUE,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Proprietary,No,Y,NA,NA,NA,Above the national average,NA,NA
30110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,PIMA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
30112,ARIZONA SPECIALTY HOSPITAL,"2905 WEST WARNER ROAD, SUITE 1",CHANDLER,AZ,MARICOPA,Acute Care Hospitals,Proprietary,No,Y,NA,NA,NA,Above the national average,NA,NA
30113,WHITERIVER PHS INDIAN HOSPITAL,200 WEST HOSPITAL DRIVE  (PO BOX 860),WHITERIVER,AZ,NAVAJO,Acute Care Hospitals,Government - Federal,No,Y,NA,NA,NA,NA,Same as the national average,NA
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,PIMA,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,MOHAVE,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
30119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
30120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,GILBERT,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,NA,NA,NA,Below the national average,Same as the national average,Same as the national average
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,1,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average
30123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,Y,4,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average
30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,SAN TAN VALLEY,AZ,PINAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
30131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,NA,NA,NA,Above the national average,NA,NA
30132,"FLORENCE HOSPITAL AT ANTHEM, LLC",4545 NORTH HUNT HIGHWAY,FLORENCE,AZ,PINAL,Acute Care Hospitals,Proprietary,Yes,Y,3,NA,Same as the national average,Same as the national average,Same as the national average,Above the national average
30134,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,PINAL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,NA,Same as the national average,Above the national average,Same as the national average,Above the national average
30136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,MARICOPA,Acute Care Hospitals,Proprietary,Yes,,NA,NA,NA,NA,Same as the national average,Same as the national average
30137,GREEN VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,PIMA,Acute Care Hospitals,Proprietary,Yes,,NA,NA,NA,NA,Same as the national average,Same as the national average
31300,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,WICKENBURG,AZ,MARICOPA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,NA,Same as the national average,Same as the national average,NA,NA
31301,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,COCHISE,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,Same as the national average,NA,NA,NA
31302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,COCHISE,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,Same as the national average,NA,NA,NA
31304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,COCONINO,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,Above the national average,Same as the national average,Above the national average
31305,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,NAVAJO,Critical Access Hospitals,Tribal,No,Y,NA,NA,NA,NA,NA,NA
31307,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,PARKER,AZ,LA PAZ,Critical Access Hospitals,Government - Federal,Yes,Y,NA,NA,NA,NA,NA,NA
31308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,PINAL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,NA,NA,NA
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,APACHE,Critical Access Hospitals,Voluntary non-profit - Private,No,,NA,NA,NA,NA,NA,Same as the national average
31311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,NAVAJO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,Same as the national average,Same as the national average,NA,NA
31312,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,COCHISE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,Same as the national average,NA,NA,NA
31313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,SANTA CRUZ,Critical Access Hospitals,Proprietary,Yes,Y,NA,NA,NA,Below the national average,Same as the national average,Same as the national average
31314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,GILA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Above the national average,Same as the national average,Below the national average,NA,Same as the national average
31315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,APACHE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,NA,NA
